path	id	mimeType	modifiedTime	size	md5Checksum	repo_match
Hyundai Lemon Law/Hyundai Repair Orders/2025-02-12_Repair_Order_356398_Warranty_P2.jpg	1hWSlmxNvMs6k_yBV0c2OG3bGQ3WujwcF	image/jpeg	2026-04-24T03:50:57Z	369792	NA	NA
Hyundai Lemon Law/Hyundai Repair Orders/2025-02-12_Repair_Order_356398_Warranty.jpg	1MKrCD7-GKXeu-Chdcieh0-z_isik0nZE	image/jpeg	2026-04-24T03:50:55Z	367341	NA	NA
Hyundai Lemon Law/Hyundai Repair Orders/2026-02-18_Repair_Order_370267.jpg	1PfGGwGSnuGLx7_O0qO4D9RY3gdTz5xfC	image/jpeg	2026-04-24T02:58:27Z	437019	NA	NA
Hyundai Lemon Law/Hyundai Repair Orders/2025-04-03_Repair_Order_358530_Invoice_P1.jpg	1dsDiK9l995XZjNJ7WcH_EQpOtkiiCcKh	image/jpeg	2026-04-24T02:58:09Z	450540	NA	NA
Hyundai Lemon Law/Hyundai Repair Orders/2025-04-03_Repair_Order_358530_Invoice.jpg	1ZafbnF6gMH8do9xYyITRrh2771HyFhvT	image/jpeg	2026-04-24T02:51:37Z	421120	NA	NA
Hyundai Lemon Law/Hyundai Repair Orders/2025-02-12_Repair_Order_356398_Invoice_P2.jpg	1jaVHxvlxRLqonaUFK-frVlt1p_JzZAup	image/jpeg	2026-04-24T02:51:17Z	364005	NA	NA
Hyundai Lemon Law/Hyundai Repair Orders/2025-02-12_Repair_Order_356398.jpg	1UcYO_MrEu0e99peIvcVbpMxBuTCyhqwI	image/jpeg	2026-04-24T02:50:52Z	414493	NA	NA
Hyundai Lemon Law/Hyundai Repair Orders/Scan_20250730_2.jpg	1ldNRbWH2zsZVcHEvmhgzI8AR8CsEz6Tx	image/jpeg	2026-04-24T02:00:19Z	142413	NA	NA
Hyundai Lemon Law/Hyundai Repair Orders/2026-01-08_Smart_Diagnosis_Report.pdf	1Gog-WnU2i8A5i9M4CiWILp7mimaBvb-W	application/pdf	2026-04-24T02:00:18Z	84837	NA	NA
Hyundai Lemon Law/Hyundai Repair Orders/2025-04-03_Repair_Order_358530_Detail.jpg	19cb9mCpXHbLqDR2_5L339ntJI1FscGuB	image/jpeg	2026-04-24T02:00:19Z	321922	NA	NA
Hyundai Lemon Law/Hyundai Repair Orders/Scan_20250730.jpg	1rwZcMtMWwXpcv3m6rq06oscE_aU6pwBs	image/jpeg	2026-04-23T06:29:55Z	321922	NA	NA
Hyundai Car Breakdown Jan 2026/Organize as a digital PDF  with boo.txt	12s6wp_KEIGKJ-TH30T763j-4_q5P32aR	text/plain	2026-06-09T02:28:00.437Z	11928	NA	NA
Hyundai Car Breakdown Jan 2026/Hyundai Loss of Use Costs 1-2 / 2026	1wElXACqexvaubVPAX3n2O6Fx6SKnDA0RJvUl6QQzC4o	application/vnd.google-apps.spreadsheet	2026-06-04T21:18:51.296Z	2059	NA	NA
Hyundai Car Breakdown Jan 2026/Incident_Memo_Hu_v_Hyundai.docx	1qoc3s-mHERdz-unCEkV4SVZBqwQcTAUq	application/vnd.openxmlformats-officedocument.wordprocessingml.document	2026-06-02T19:15:35.048Z	24986	NA	NA
Hyundai Car Breakdown Jan 2026/Between January 6 and February 20th.txt	1tDR3aoMNwyEpKaYsViTLDpfEWCP0mh9I	text/plain	2026-06-03T22:43:57.872Z	9886	NA	NA
Hyundai Car Breakdown Jan 2026/Hyundai Roadside assistance call recordings.zip	1v7hGeWaIDbBTOnGURrNfH2li6Vq24P4X	application/zip	2026-06-03T15:25:50.499Z	221186456	NA	NA
Hyundai Car Breakdown Jan 2026/Hyundai Loss of Use Receipts 2026 archive.zip	1v2skJiTR67CvdP5kws0M6CixALhHVLK8	application/zip	2026-06-03T15:24:33.968Z	5467223	NA	NA
Hyundai Car Breakdown Jan 2026/Description of incident.txt	1XkbpGSWm4VKT57dvvHeQ6ZdMq0x-4e0Q	text/plain	2026-06-01T17:38:04.903Z	2400	NA	NA
Hyundai Car Breakdown Jan 2026/Headlight/Picking up car and fixing headlight.pdf	18bm6cN1m7mGqqsK8b0psCbhJhEZHc1ZR	application/pdf	2026-06-02T20:19:49.690Z	149155	NA	NA
Hyundai Car Breakdown Jan 2026/Headlight/SHyundai Se26010917440 1040 initial fee.pdf	1cdfBQoT6DfsAY3vw_91hi-4RZWFKGO3l	application/pdf	2026-06-02T20:21:03.359Z	84837	NA	NA
Hyundai Car Breakdown Jan 2026/Headlight/SHyundai Se26010917440 540 diagnostic fee.pdf	1JqJvysXIyrUJCiNQwCrCPMvARnaV8oTK	application/pdf	2026-06-02T20:20:27.016Z	84837	NA	NA
Hyundai Car Breakdown Jan 2026/Headlight/Gmail - Authorizing 540 diagnostic fee.pdf	1mcoWkWJNhrCC0obO2qCXBGuJ8LdLL_wV	application/pdf	2026-06-02T20:20:17.693Z	149155	NA	NA
Hyundai Car Breakdown Jan 2026/Headlight/Headlight Estimate.pdf	15Y50LTw-BIuHu-KMovFkhfaMwqamv-zv	application/pdf	2026-01-15T21:38:24.336Z	82201	NA	materials/exhibits/Hu_v_HMA_Ex16_Mizzoni_Auto_Body_Invoice.pdf
Hyundai Car Breakdown Jan 2026/Lyft Taxis/Lyft1.pdf	1H0SCPajaNIQHDo2pzI_yGfEqXIUYeCCF	application/pdf	2026-06-02T21:34:53.884Z	611996	NA	NA
Hyundai Car Breakdown Jan 2026/Lyft Taxis/Lyft12.pdf	1bwleTxFPh5cVefB15mz94shDxQAZqtFF	application/pdf	2026-02-22T04:46:48Z	554010	NA	NA
Hyundai Car Breakdown Jan 2026/Lyft Taxis/Lyft11.pdf	1CNvrZaKyNdanTw6FbabPBsUTFwjIav8w	application/pdf	2026-02-22T04:43:32Z	589130	NA	NA
Hyundai Car Breakdown Jan 2026/Lyft Taxis/Lyft10.pdf	1p8PY-i5xynY0orWXfxRHvLS-JKuwePFG	application/pdf	2026-02-22T04:42:14Z	563738	NA	NA
Hyundai Car Breakdown Jan 2026/Lyft Taxis/Lyft9.pdf	1OMU02Dq6FXPKW6Gq11R_frA0IBUo_8Xy	application/pdf	2026-02-22T04:41:52Z	609409	NA	NA
Hyundai Car Breakdown Jan 2026/Lyft Taxis/Lyft8.pdf	124PseSPric_n-bXVhd1-I_bNp0uWz00o	application/pdf	2026-02-22T04:41:30Z	555911	NA	NA
Hyundai Car Breakdown Jan 2026/Lyft Taxis/Lyft6.pdf	1KVoHD0kTPYfhmiW6N4k4tgYd_Y8O4yRr	application/pdf	2026-02-22T04:40:08Z	254007	NA	NA
Hyundai Car Breakdown Jan 2026/Lyft Taxis/Lyft5.pdf	1niD-lt7398MrzEOw6vQVZT-vqwIKZb5n	application/pdf	2026-02-22T04:38:16Z	597684	NA	NA
Hyundai Car Breakdown Jan 2026/Lyft Taxis/Lyft4.pdf	1yaL4cqK4AgsUpPJMRfK9Hhbf-4f6qmpS	application/pdf	2026-02-22T04:37:20Z	560146	NA	NA
Hyundai Car Breakdown Jan 2026/Lyft Taxis/Lyft3.pdf	1WQw30ukrYy9ZCLSjSPFLV5RcQRySh7pC	application/pdf	2026-02-22T04:36:20Z	561455	NA	NA
Hyundai Car Breakdown Jan 2026/Lyft Taxis/Lyft2.pdf	1EZPGzxeOSBr_lP4_uCLDqBXkKTmqPpPF	application/pdf	2026-02-22T04:35:14Z	260980	NA	NA
Hyundai Car Breakdown Jan 2026/Impound/Gmail - Hyundai Reimbursement Request 2026-6680.pdf	1MxGl1PiLHjxyTzdpzhx12H4JivGSKmvm	application/pdf	2026-06-02T18:58:42.126Z	494782	NA	NA
Hyundai Car Breakdown Jan 2026/Impound/Hyundai Personal Demeanor Claim 2026-6803 - tow driver abandoned ticket.pdf	1i8WTIOnxFW99Ym2VWo2w3_r41ahKA0qp	application/pdf	2026-06-02T18:34:41.764Z	307394	NA	NA
Hyundai Car Breakdown Jan 2026/E-mails with Hyundai CSS regarding incident/Hyundai Case Management # 42053079.html.pdf	1xlTm8EnL4KW8G5O8bGrU9A43nVb8_2KQ	application/pdf	2026-06-02T18:44:27.435Z	88335	NA	NA
Hyundai Car Breakdown Jan 2026/Car Rental/Aggregated Surcharges for Toll EZ Pass.pdf	1TIEcAhAXBazJ4GqcbNgmsYIMKKtnsRP4	application/pdf	2026-06-02T21:36:38.722Z	388884	NA	NA
Hyundai Car Breakdown Jan 2026/Car Rental/Avis Receipt E-mail.pdf	1Pm9xLyRHdX_xODYxsBWjenrTII6sIRuc	application/pdf	2026-06-02T21:35:59.081Z	320593	NA	NA
Hyundai Car Breakdown Jan 2026/Car Rental/Past Trip Details _ Profile _ National Car Rental 2nd.pdf	1uO9gqGys286-MxLRWzKzEdkb-8zveiFH	application/pdf	2026-06-02T17:59:08.074Z	102100	NA	NA
Hyundai Car Breakdown Jan 2026/Car Rental/Past Trip Details _ Profile _ National Car Rental.pdf	1IXWvyhWVjOtloSEVimNqt2bcQ-3tRMTz	application/pdf	2026-06-02T17:58:47.636Z	101613	NA	NA
Hyundai Car Breakdown Jan 2026/Car Rental/Avis e-receipt.pdf	1wah6Rj7TTyvZJl0wz3upsNwhqTbM6tdw	application/pdf	2026-02-23T19:27:48.971Z	6769	NA	NA
Hyundai Car Breakdown Jan 2026/Car Rental/National 1B.pdf	1IxhsYzjPRsOeKAiIacduYowGCrb3oD4P	application/pdf	2026-02-22T04:55:00Z	71645	NA	NA
Hyundai Car Breakdown Jan 2026/Car Rental/National 1A.pdf	1qcBHLM6iAt_Kq2ZR7P7rbrMcnAlgTn9i	application/pdf	2026-02-22T04:54:48Z	346301	NA	NA
Car Lease 5-2024/Progressive auto insurance.png	1LJYcuAlqHvTGAG12Yvy1QlNOEVLaViqq	image/png	2026-02-27T06:40:02.050Z	30962	NA	NA
Car Lease 5-2024/scans_20250723_181519.pdf	11MnX1uzadVSyhTA7A8rpPR3OwHyG1fJO	application/pdf	2025-07-24T00:08:20.889Z	61185	NA	materials/Hyundai Bill of Sale.pdf;materials/exhibits/Hu_v_HMA_Ex02_Bill_of_Sale.pdf;materials/exhibits/Hyundai Bill of Sale.pdf
Car Lease 5-2024/Receipt - Koeppel Hyundai.pdf	1FpPnaDodJODIKdbJGnLSEV_0vBvAwyOX	application/pdf	2024-05-22T23:46:59.841Z	170270	NA	NA
Car Lease 5-2024/Receipt - Koeppel Auto Group - May 22, 2024.pdf	1FquuCsSIXsSEZvh38LqPlm6x16xw6VCc	application/pdf	2024-05-22T23:47:42.526Z	195056	NA	NA
Car Lease 5-2024/PXL_20240710_235523666.jpg	1I0nvljh5JWPcCU6YRY-B46mzn_xMmjnR	image/jpeg	2025-08-12T21:34:14Z	140160	NA	materials/exhibits/Car Registration.jpg
Car Lease 5-2024/Hyundai Ioniq 5 2024 Leased car inf.txt	1DiP6t3NSy8yysIlGFnxdr3lrB7_rLYOM	text/plain	2024-07-10T22:37:59.217Z	202	NA	NA
Car Lease 5-2024/Image (9).jpg	1EW7TeCs00Vj9F_6BaTpM39YxoSpho-tA	image/jpeg	2024-02-28T21:44:58Z	534403	NA	NA
Car Lease 5-2024/Lemon Law/Hyundai Expenses 1-2/2026 loss of use	16YjyWg8iFjSwHS_6-Nz1YQPxBWl66AeIT0DL5dGdbB4	application/vnd.google-apps.document	2026-06-01T19:37:19.256Z	18869	NA	NA
Car Lease 5-2024/Lemon Law/Hyundai Ioniq 5 lease - payment hx.pdf	1bWK2gk3SqeFByDAcq1WzmES6FoYsCvdI	application/pdf	2025-04-13T01:23:31.329Z	177579	NA	NA
Car Lease 5-2024/Lemon Law/Hyundai Ioniq 5 lease.pdf	1RKEwGv4n-zwTWXNJTiYx0qLFTpqMMbNE	application/pdf	2025-04-13T01:22:52.482Z	1010385	NA	NA
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Koeppel Hyundai Receipt.pdf	1dW2ZE6oz0DO_vPg5nKtHgBMXVwmKMll0	application/pdf	2026-04-24T03:39:18.065Z	61185	NA	materials/Hyundai Bill of Sale.pdf;materials/exhibits/Hu_v_HMA_Ex02_Bill_of_Sale.pdf;materials/exhibits/Hyundai Bill of Sale.pdf
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/HMA Offer Letter - HU.pdf	1DbSkvXb7ZMG73NoDWEbv7Ae5_rNuO6e7	application/pdf	2026-04-23T06:40:29.861Z	185821	NA	materials/exhibits/Hu_v_HMA_Ex06_HMA_Offer_Letter_2_Jan2026.pdf;materials/exhibits/Hu_v_HMA_Ex09b_Settlement_Agreement_Jan2026.pdf
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Contract 1-59225931599.pdf	1iZeWamSt-SVxxYYIP2q6kUAqBzt3z8oO	application/pdf	2026-04-23T06:39:31.232Z	24067714	NA	NA
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Repurchase Calculated Offer - JIMMY HU.pdf	1XfL1fEDyFGIlEX3JuBO6gI9UJHQB75O_	application/pdf	2026-04-23T06:30:48.912Z	227146	NA	materials/exhibits/Hu_v_HMA_Ex05_HMA_Offer_Letter_1_Aug2025.pdf;materials/exhibits/Hu_v_HMA_Ex07_Repurchase_Calculated_Offer.pdf
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/PXL_20260220_141717575.jpg	1IuFBmNCr_I5xlKJwo1t3pOakHjGtNrRe	image/jpeg	2026-04-23T06:30:20.470Z	7740037	NA	NA
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Settlement Agreement - KM8KNDDF9RU253237.pdf	1mPmBy53vgmHgM1krcy-B-PP1ZSOWBH2Z	application/pdf	2026-04-23T06:29:58.949Z	129590	NA	materials/exhibits/Hu_v_HMA_Ex09a_Settlement_Agreement_Aug2025.pdf
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Scan_20250730.jpg	1STYtHDizQNzGryNfC-lLgV8GfV3NGK6S	image/jpeg	2026-04-23T06:29:55.277Z	321922	NA	NA
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/PXL_20240710_235523666.jpg	1yHnsOJRmNH-ebT7LiyDIps5QCauY8wex	image/jpeg	2026-04-23T06:29:24.868Z	140160	NA	materials/exhibits/Car Registration.jpg
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Hyundai Repair Orders/SHyundai Se26010917440.pdf	1Nkc04mCUiyKsUFpBOvdZsdn5W-qyO5Xn	application/pdf	2026-04-24T02:00:18.976Z	84837	NA	NA
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Hyundai Repair Orders/Scan_20260225_6.jpg	1dG3KRg0lWJKKFHN1DKKm6zxwqR7Kmeb0	image/jpeg	2026-04-24T02:00:19.008Z	365878	NA	NA
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Hyundai Repair Orders/Scan_20260225_5.jpg	1evghMRUOnTnry0dT41c6bLXNr2YbkGq7	image/jpeg	2026-04-24T02:00:19.039Z	363201	NA	NA
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Hyundai Repair Orders/Scan_20260225_4.jpg	1wUz_snDBJy62Pym4k1G-7LP4QutYzyXe	image/jpeg	2026-04-24T02:00:19.024Z	375091	NA	NA
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Hyundai Repair Orders/Scan_20260225_3.jpg	1I47AuaHG556GPPMfxl6J4d2ZNW1R7J7C	image/jpeg	2026-04-24T02:00:18.992Z	398233	NA	NA
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Hyundai Repair Orders/Scan_20260225_2.jpg	1yiyiVhy8R3mvGBZJp0tOBKZ1i9-dZBwH	image/jpeg	2026-04-24T02:00:19.159Z	369884	NA	NA
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Hyundai Repair Orders/Scan_20260225.jpg	15yJI7kE2Vzup2xXNIZXy-vEPG7lGRAfE	image/jpeg	2026-04-24T02:00:19.145Z	432009	NA	NA
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Hyundai Repair Orders/Scan_20250809_2.jpg	1oEpCn3MH50cnN6a7Wc30nVrbTtx4Y7_3	image/jpeg	2026-04-24T02:00:19.128Z	445840	NA	NA
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Hyundai Repair Orders/Scan_20250809.jpg	1RiEFVZse-R_t1rRJruRJ96Od2u-REdrO	image/jpeg	2026-04-24T02:00:19.113Z	416754	NA	NA
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Hyundai Repair Orders/Scan_20250730_4.jpg	1CERHG229SjybhoW_CjmZTae_3vYHh3KX	image/jpeg	2026-04-24T02:00:19.081Z	360021	NA	NA
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Hyundai Repair Orders/Scan_20250730_3.jpg	1Qy49M93dr7MCJlofeCDXNLZRv-mW5VI1	image/jpeg	2026-04-24T02:00:19.099Z	409935	NA	NA
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Hyundai Repair Orders/Scan_20250730_2.jpg	1AImNWqbEx9aYqpn_uQwr0BhgkVA0l83F	image/jpeg	2026-04-24T02:00:19.065Z	142413	NA	NA
Car Lease 5-2024/Lemon Law/Lemon Law update 4-2026/Hyundai Repair Orders/Scan_20250730.jpg	1G9tb-2cvHgHrVDSyVVDmM0Ep7qUaIDeM	image/jpeg	2026-04-24T02:00:19.053Z	321922	NA	NA
Lawyer engaged/Gmail - HMA case lawyer disengaged.pdf	1-SAax3VfpOJg-WiHS4ydbEWOV6C6qJQs	application/pdf	2026-06-03T01:03:25.692Z	144924	NA	materials/exhibits/Hu_v_HMA_Ex08_Gorberg_Email_HMA_Offer_2500.pdf
Lawyer engaged/Signed Auth to Represent.pdf	1j7h8X2wFtlKIzJsPmamxKyWx4rW7NBs9	application/pdf	2026-02-25T07:24:52.969Z	110407	NA	NA
Lawyer engaged/NJ Initial Client Letter.pdf	1oc8sdiMGVLKhHDHtu8ZOx0VogVnZix-H	application/pdf	2026-02-25T07:23:16.955Z	163754	NA	NA
Repair Orders/Scan_20250730_4.jpg	1oGM1odDOKbcc2ZKCYnyuF9er_S7JaQMC	image/jpeg	2026-06-09T15:04:59.531Z	364005	NA	NA
Repair Orders/Scan_20260225_6.jpg	1rHJKFY7NBCx97AV5h7EZHFCModjlCteI	image/jpeg	2026-06-09T15:04:43.155Z	369792	NA	NA
Repair Orders/Scan_20260225_5.jpg	1T1fWXnqMoiHAVQJqQQeK5aSs8QWAArCe	image/jpeg	2026-06-09T15:04:37.999Z	367341	NA	NA
Repair Orders/Scan_20260225_4.jpg	1zj95mxEDnX0KHWYihWi7ji-h_f__ob7j	image/jpeg	2026-06-09T15:04:35.286Z	378965	NA	NA
Repair Orders/Scan_20260225_3.jpg	1URPiv_EezSYf0lJrCLgP8Iy1ZaPl8iql	image/jpeg	2026-06-09T15:04:33.326Z	402547	NA	NA
Repair Orders/Scan_20260225_2.jpg	1y9uYYECQShXItiiysT5SS5j7tJPE8PWL	image/jpeg	2026-06-09T15:04:33.176Z	373886	NA	NA
Repair Orders/Scan_20260225.jpg	1mwb17gD8JM3Vc2eGmIpT9QmAn1QDZPYA	image/jpeg	2026-06-09T15:04:21.646Z	437019	NA	NA
Repair Orders/Scan_20250809_2.jpg	1JeugAXZIwWP8Wd2wOri7NtjZ03OFAyZf	image/jpeg	2026-06-09T15:04:19.649Z	450540	NA	NA
Repair Orders/Scan_20250809.jpg	1ZmoeHMX7Jbt-pXHLk5tg-pooWNl81BAg	image/jpeg	2026-06-09T15:04:15.155Z	421120	NA	NA
Repair Orders/Scan_20250730_3.jpg	1mNoDXQIdpThVbiTleiHYEK5zKkVlRO5l	image/jpeg	2026-06-09T15:04:12.853Z	414493	NA	NA
Repair Orders/SHyundai Se26010917440.pdf	1asFEswUvFqVkVGwFYsNYJrYafmmhBg79	application/pdf	2026-02-26T01:58:09.829Z	84837	NA	NA
Repair Orders/Scan_20250730_2.jpg	1tRGNfvR-SB4e-iMVhrVtmj7O5ZV3SZdO	image/jpeg	2025-07-30T04:06:22.598Z	142413	NA	NA
Repair Orders/Scan_20250730.jpg	19MWgmdIix2zixpZbk0OHcRONZ848GzL0	image/jpeg	2025-07-30T04:06:15.116Z	321922	NA	NA
